"",0.0
"Pubs, Beer Bar, Pizza",4.00862068965517
"Pubs, Beer, Wine & Spirits, American (Traditional)",3.56578947368421
"Pubs, Beer, Wine & Spirits, Breakfast & Brunch",3.61764705882353
"Pubs, Breakfast & Brunch",4.21264367816092
"Pubs, Breakfast & Brunch, American (New)",3.49122807017544
"Pubs, Breakfast & Brunch, American (Traditional)",4.44067796610169
"Pubs, Breakfast & Brunch, Diners",3.96022727272727
"Pubs, Breweries, American (Traditional)",3.68615819776354
"Pubs, Breweries, Barbeque",4.31487721971517
"Pubs, Breweries, Breakfast & Brunch",3.99568965517241
"Pubs, British",3.76240887430837
"Pubs, British, American (Traditional)",3.51666666666667
"Pubs, British, Cocktail Bars",4.33206106870229
"Pubs, British, Fish & Chips",3.32788051209103
"Pubs, British, Indian",4.06467661691542
"Pubs, British, Music Venues",4.44878048780488
"Pubs, British, Seafood",3.94444444444444
"Pubs, Burgers",4.05318976799785
"Pubs, Burgers, American (Traditional)",4.33333333333333
"Pubs, Burgers, Arcades",3.9025641025641
"Pubs, Burgers, Chicken Wings",3.87866108786611
"Pubs, Burgers, Cocktail Bars",4.43186813186813
"Pubs, Burgers, Italian",3.69230769230769
"Pubs, Burgers, Pizza",3.45454545454545
"Pubs, Burgers, Pool Halls",4.0
"Pubs, Burgers, Sandwiches",3.0968085106383
"Pubs, Burgers, Soup",3.90566037735849
"Pubs, Burgers, Wraps",3.60869565217391
"Pubs, Cheesesteaks, Burgers",4.5
"Pubs, Chicken Wings, Karaoke",4.0
"Pubs, Chicken Wings, Sandwiches",4.25925925925926
"Pubs, Cocktail Bars, Breakfast & Brunch",3.74956822107081
"Pubs, Cocktail Bars, Cajun/Creole",4.42622950819672
"Pubs, Cocktail Bars, Gastropubs",3.94827586206897
"Pubs, Coffee & Tea, Caribbean",4.25
"Pubs, Comfort Food, American (Traditional)",4.37096774193548
"Pubs, Creperies",4.67647058823529
"Pubs, Dance Clubs, American (Traditional)",3.45454545454545
"Pubs, Dive Bars, American (New)",3.24193548387097
"Pubs, Fish & Chips, Sandwiches",3.84955752212389
"Pubs, Fish & Chips, Sports Bars",4.03488372093023
"Pubs, Gastropubs",4.17102504741106
"Pubs, Gastropubs, American (Traditional)",3.87130607771759
"Pubs, Gastropubs, Burgers",4.26199616122841
"Pubs, Gastropubs, Steakhouses",4.03426791277259
"Pubs, German",4.64864864864865
"Pubs, German, Beer Bar",3.553911205074
"Pubs, German, Venues & Event Spaces",3.95220030349014
"Pubs, Hot Dogs, Sandwiches",3.78571428571429
"Pubs, Irish",3.69324391343211
"Pubs, Irish, American (New)",3.94230769230769
"Pubs, Irish, American (Traditional)",3.77690363192683
"Pubs, Irish, Music Venues",3.8476821192053
"Pubs, Irish, Sandwiches",3.1003717472119
"Pubs, Italian",4.29268292682927
"Pubs, Italian, Tapas Bars",4.71794871794872
"Pubs, Karaoke, American (Traditional)",3.4230641409106
"Pubs, Mexican",4.5
"Pubs, Music Venues, American (Traditional)",3.93933601609658
"Pubs, Pizza",4.14001349527665
"Pubs, Pizza, American (Traditional)",3.78846153846154
"Pubs, Pizza, Burgers",4.13333333333333
"Pubs, Pizza, Italian",3.83333333333333
"Pubs, Pizza, Sports Bars",3.45454545454545
"Pubs, Pizza, Tapas/Small Plates",4.56410256410256
"Pubs, Pool Halls, Pizza",4.6551724137931
"Pubs, Portuguese, Tapas/Small Plates",3.76190476190476
"Pubs, Restaurants",4.5
"Pubs, Sandwiches",3.79271708683473
"Pubs, Sandwiches, Burgers",4.04545454545455
"Pubs, Scottish",3.8925831202046
"Pubs, Scottish, Desserts",3.95505617977528
"Pubs, Seafood",3.55601233299075
"Pubs, Seafood, Beer Bar",3.73529411764706
"Pubs, Seafood, Burgers",3.97687861271676
"Pubs, Seafood, Sandwiches",4.50826446280992
"Pubs, Soup, Sandwiches",4.29166666666667
"Pubs, Southern",3.27272727272727
"Pubs, Southern, Tex-Mex",3.67281105990783
"Pubs, Sports Bars, American (Traditional)",3.20661469236637
"Pubs, Sports Bars, Burgers",3.56869009584665
"Pubs, Sports Bars, Fish & Chips",2.99831081081081
"Pubs, Sports Bars, Irish",4.11797752808989
"Pubs, Sports Bars, Italian",4.33031674208145
"Pubs, Tapas/Small Plates",4.59459459459459
"Pubs, Wine Bars, American (New)",4.55307262569832
"Puerto Rican",4.09933551798276
"Puerto Rican, American (Traditional)",3.92391304347826
"Puerto Rican, American (Traditional), Juice Bars & Smoothies",4.1375
"Puerto Rican, Bakeries",4.66666666666667
"Puerto Rican, Barbeque",4.6875
"Puerto Rican, Bars",4.46069868995633
"Puerto Rican, Breakfast & Brunch, Cafeteria",4.45075757575758
"Puerto Rican, Breakfast & Brunch, Sandwiches",4.36690647482014
"Puerto Rican, Buffets, Latin American",4.09980430528376
"Puerto Rican, Caterers, Food Stands",4.32278481012658
"Puerto Rican, Cocktail Bars",4.375
"Puerto Rican, Cocktail Bars, Karaoke",3.84615384615385
"Puerto Rican, Colombian",4.0
"Puerto Rican, Comfort Food, Sandwiches",3.62844036697248
"Puerto Rican, Cuban",4.05555555555556
"Puerto Rican, Cuban, Latin American",4.18823529411765
"Puerto Rican, Empanadas",0.0
"Puerto Rican, Empanadas, Food Trucks",4.33333333333333
"Puerto Rican, Food Trucks",4.80487804878049
"Puerto Rican, Food Trucks, Sandwiches",4.66153846153846
"Puerto Rican, Gluten-Free, Sandwiches",3.83471074380165
"Puerto Rican, Hawaiian, Poke",4.52941176470588
"Puerto Rican, Juice Bars & Smoothies",5.0
"Puerto Rican, Latin American",4.23217978551056
"Puerto Rican, Latin American, Mexican",4.52941176470588
"Puerto Rican, Mexican",3.83870967741935
"Puerto Rican, Mexican, Beer Bar",4.04545454545455
"Puerto Rican, Mexican, Salvadoran",4.31666666666667
"Puerto Rican, Personal Chefs, Food Stands",4.75
"Puerto Rican, Seafood",4.55976731913763
"Puerto Rican, Seafood, Fish & Chips",3.5625
"Puerto Rican, Soul Food, American (New)",0.0
"Puerto Rican, Soul Food, Breakfast & Brunch",4.75
"Puerto Rican, Southern",5.0
"Puerto Rican, Spanish",4.25278207441781
"Puerto Rican, Spanish, Cocktail Bars",4.75
"Puerto Rican, Spanish, Comfort Food",4.66666666666667
"Puerto Rican, Spanish, Latin American",4.29288938540857
"Puerto Rican, Sports Bars, Cocktail Bars",4.17391304347826
"Puerto Rican, Sports Bars, Latin American",3.63888888888889
"Puerto Rican, Sports Bars, Music Venues",3.43157894736842
"Puerto Rican, Sports Bars, Seafood",4.04545454545455
"Puerto Rican, Tapas Bars",4.10714285714286
"Puerto Rican, Tapas/Small Plates, Seafood",4.45217391304348
"Rafting/Kayaking, Venues & Event Spaces, Breakfast & Brunch",4.67708333333333
Ramen,3.97509184901893
"Ramen, American (New)",3.55967856298747
"Ramen, Asian Fusion",4.02144727000748
"Ramen, Asian Fusion, Cocktail Bars",4.23732057416268
"Ramen, Asian Fusion, Izakaya",4.35955056179775
"Ramen, Asian Fusion, Korean",3.98456260720412
"Ramen, Asian Fusion, Noodles",4.45714285714286
"Ramen, Asian Fusion, Shaved Ice",3.64388489208633
"Ramen, Asian Fusion, Sushi Bars",3.88716840260222
"Ramen, Asian Fusion, Tapas Bars",4.05574912891986
"Ramen, Barbeque, Beer, Wine & Spirits",4.49295774647887
"Ramen, Barbeque, Hawaiian",3.83846153846154
"Ramen, Barbeque, Seafood",3.25
"Ramen, Bars",4.25550180023864
"Ramen, Bars, Soul Food",4.35779816513761
"Ramen, Beer Bar",4.14038461538462
"Ramen, Beer Bar, Noodles",3.81362007168459
"Ramen, Bubble Tea",3.84285714285715
"Ramen, Bubble Tea, Asian Fusion",3.98182692307692
"Ramen, Bubble Tea, Poke",4.04761904761905
"Ramen, Bubble Tea, Seafood",4.16315789473684
"Ramen, Bubble Tea, Sushi Bars",4.4929178470255
"Ramen, Burgers",5.0
"Ramen, Cantonese, Hong Kong Style Cafe",4.15432098765432
"Ramen, Chinese, Seafood",3.84615384615385
"Ramen, Chinese, Sushi Bars",4.575
"Ramen, Cocktail Bars",4.25506699962211
"Ramen, Cocktail Bars, Asian Fusion",4.27292576419214
"Ramen, Cocktail Bars, Izakaya",4.0
"Ramen, Cocktail Bars, Tapas/Small Plates",4.14410480349345
"Ramen, Desserts",4.01488738482539
"Ramen, Desserts, Bars",4.23481116584565
"Ramen, Desserts, Bubble Tea",3.48
"Ramen, Desserts, Poke",4.30434782608696
"Ramen, Desserts, Tacos",0.0
"Ramen, Food",4.19444444444444
"Ramen, Food Court",3.81818181818182
"Ramen, Food Stands",4.36842105263158
"Ramen, Food Trucks",4.71428571428571
"Ramen, Food Trucks, Noodles",3.80555555555556
"Ramen, Gastropubs",4.33333333333333
"Ramen, Gluten-Free, Tapas/Small Plates",4.19628647214854
"Ramen, Hot Pot, Bubble Tea",3.98684210526316
"Ramen, Izakaya",4.06110565213776
"Ramen, Izakaya, Asian Fusion",4.58064516129032
"Ramen, Izakaya, Gastropubs",3.77325581395349
"Ramen, Izakaya, Noodles",3.99683900646952
"Ramen, Izakaya, Tapas Bars",4.23968229645521
"Ramen, Japanese Curry",4.09768662898737
"Ramen, Japanese Curry, Izakaya",4.68947368421053
"Ramen, Japanese Curry, Taiwanese",3.8978978978979
"Ramen, Japanese Curry, Tapas/Small Plates",4.00080562157742
"Ramen, Noodles",4.05288704967424
"Ramen, Noodles, Asian Fusion",3.96479239820224
"Ramen, Noodles, Beer Bar",3.89937106918239
"Ramen, Noodles, Chicken Wings",4.05882352941176
"Ramen, Noodles, Comfort Food",3.82742405326675
"Ramen, Noodles, Desserts",4.11569449637662
"Ramen, Noodles, Izakaya",4.02592546941123
"Ramen, Noodles, Laotian",3.61538461538462
"Ramen, Noodles, Seafood",4.04444444444444
"Ramen, Noodles, Soup",3.98077715423096
"Ramen, Noodles, Tapas Bars",4.33443708609272
"Ramen, Noodles, Vietnamese",4.272
"Ramen, Pan Asian, Noodles",4.45588235294118
"Ramen, Pasta Shops",4.73333333333333
"Ramen, Poke",4.34634551495016
"Ramen, Poke, Bubble Tea",4.43283582089552
"Ramen, Poke, Chicken Wings",4.14035087719298
"Ramen, Poke, Tapas/Small Plates",4.32534930139721
"Ramen, Pop-Up Restaurants",4.63265306122449
"Ramen, Salad",4.31395348837209
"Ramen, Salad, Noodles",4.45524296675192
"Ramen, Seafood",4.1651376146789
"Ramen, Seafood, Barbeque",4.57142857142857
"Ramen, Seafood, Cocktail Bars",4.37305699481865
"Ramen, Soup",4.10895657033803
"Ramen, Soup, Asian Fusion",3.95070422535211
"Ramen, Soup, Coffee & Tea",4.27751196172249
"Ramen, Soup, Japanese Curry",4.32065217391304
"Ramen, Soup, Noodles",4.1129476584022
"Ramen, Sushi Bars",4.27730538287506
"Ramen, Sushi Bars, Noodles",4.46378381928027
"Ramen, Sushi Bars, Poke",4.37414965986395
"Ramen, Szechuan, Noodles",3.58937198067633
"Ramen, Taiwanese, Asian Fusion",4.10909090909091
"Ramen, Tapas/Small Plates",4.40189896891922
"Ramen, Tapas/Small Plates, Asian Fusion",4.01282051282051
"Ramen, Tapas/Small Plates, Cocktail Bars",3.46808510638298
"Ramen, Tapas/Small Plates, Japanese Curry",3.96837513631407
"Ramen, Thai, Sushi Bars",4.34579439252336
"Ramen, Vegan, Noodles",4.26688102893891
"Ramen, Vietnamese, Poke",4.27272727272727
"Recreation Centers, Cafeteria",5.0
Restaurants,1.09394381226134
"Restaurants, Arts & Entertainment",0.0
"Restaurants, Arts & Entertainment, Venues & Event Spaces",3.54545454545455
"Restaurants, Bars",2.0
"Restaurants, Botanical Gardens, Parks",4.13333333333333
"Restaurants, Breweries",4.42857142857143
"Restaurants, Caterers",0.0
"Restaurants, Cinema, Bars",3.3768115942029
"Restaurants, Coffee & Tea",2.0
"Restaurants, Contractors",0.0
"Restaurants, Dance Clubs, Bars",3.64497041420118
"Restaurants, Dive Bars",4.5
"Restaurants, Donuts",3.66666666666667
"Restaurants, Food Trucks",4.0
"Restaurants, Golf",4.0
"Restaurants, Grocery",2.36111111111111
"Restaurants, Hotels",0.0
"Restaurants, Jazz & Blues",3.8
"Restaurants, Lounges",4.0
"Restaurants, Lounges, Hookah Bars",0.0
"Restaurants, Mattresses",0.0
"Restaurants, Outlet Stores",0.5
"Restaurants, Party & Event Planning",4.3
"Restaurants, Property Management",0.0
"Restaurants, Pubs",3.37123745819398
"Restaurants, Seafood Markets",0.0
"Restaurants, Self Storage",0.0
"Restaurants, Sports Bars",4.13636363636363
"Restaurants, Sports Bars, Music Venues",3.53846153846154
"Restaurants, Stadiums & Arenas, Casinos",3.0
"Restaurants, Wineries",4.66134185303514
"Retirement Homes, Kosher",0.0
"Rotisserie Chicken",4.57142857142857
Russian,4.23740239480896
"Russian, Armenian",4.41011235955056
"Russian, Armenian, Greek",3.77272727272727
"Russian, Asian Fusion, Uzbek",4.17575757575758
"Russian, Bars",3.67821067821068
"Russian, Breakfast & Brunch, Modern European",4.66346153846154
"Russian, Cafes",4.21329254727475
"Russian, French",4.22222222222222
"Russian, Greek, Armenian",3.71830985915493
"Russian, Imported Food",3.5
"Russian, Modern European",4.75
"Russian, Polish, German",4.46909090909091
"Russian, Seafood",4.33695652173913
"Russian, Ukrainian",4.23063232061472
"Russian, Ukrainian, Uzbek",4.11428571428571
"Russian, Uzbek",4.21753635447578
"Russian, Uzbek, Kosher",3.03846153846154
Salad,3.77289985119636
"Salad, Acai Bowls, Wraps",0.0
"Salad, American (New)",3.68609081824335
"Salad, American (New), Asian Fusion",4.50057208237986
"Salad, American (New), Breakfast & Brunch",2.14261168384879
"Salad, American (New), Burgers",2.38461538461538
"Salad, American (New), Gluten-Free",4.06069214876033
"Salad, American (New), Pizza",3.38461538461538
"Salad, American (New), Sandwiches",4.03009619214422
"Salad, American (New), Seafood",4.65853658536585
"Salad, American (New), Vegetarian",4.21455110423557
"Salad, American (New), Wraps",4.45555555555556
"Salad, American (Traditional), Burgers",4.32
"Salad, American (Traditional), Chicken Wings",5.0
"Salad, American (Traditional), Delis",4.66666666666667
"Salad, American (Traditional), Sandwiches",4.18181818181818
"Salad, Asian Fusion, Korean",4.23181818181818
"Salad, Asian Fusion, Sandwiches",4.39655172413793
"Salad, Bakeries, Sandwiches",4.17647058823529
"Salad, Barbeque",0.0
"Salad, Barbeque, American (Traditional)",3.50819672131148
"Salad, Bars",4.0
"Salad, Bars, American (New)",4.23529411764706
"Salad, Bars, American (Traditional)",5.0
"Salad, Bars, Burgers",3.98130841121495
"Salad, Bars, Chicken Shop",4.0
"Salad, Bars, Seafood",4.0
"Salad, Bars, Steakhouses",4.46534653465347
"Salad, Breakfast & Brunch, American (New)",4.37060444181674
"Salad, Breakfast & Brunch, American (Traditional)",3.58333333333333
"Salad, Breakfast & Brunch, Burgers",4.04384920634921
"Salad, Breakfast & Brunch, Juice Bars & Smoothies",3.88235294117647
"Salad, Breakfast & Brunch, Kombucha",4.45698924731183
"Salad, Breakfast & Brunch, Sandwiches",3.21414332602337
"Salad, Bubble Tea, Asian Fusion",3.71428571428571
"Salad, Buffets, Cuban",3.66666666666667
"Salad, Buffets, Soup",5.0
"Salad, Buffets, Vegetarian",5.0
"Salad, Burgers",3.45535348491832
"Salad, Burgers, Bars",3.77777777777778
"Salad, Burgers, Breakfast & Brunch",3.66666666666667
"Salad, Burgers, Fast Food",4.50773195876289
"Salad, Burgers, Hot Dogs",3.07237917791551
"Salad, Burgers, Sandwiches",4.01228045305972
"Salad, Burgers, Sports Bars",3.95454545454545
"Salad, Burgers, Wraps",4.89130434782609
"Salad, Cafes, Sandwiches",3.77664974619289
"Salad, Cafeteria",4.09090909090909
"Salad, Cheese Shops, Sandwiches",4.38095238095238
"Salad, Cheesesteaks, American (Traditional)",4.02941176470588
"Salad, Chicken Shop",3.78787878787879
"Salad, Chicken Shop, Burgers",4.5
"Salad, Chicken Shop, Sandwiches",4.23168498168498
"Salad, Chicken Shop, Soup",3.44444444444444
"Salad, Chicken Wings",3.88584474885845
"Salad, Chicken Wings, Pizza",3.40652557319224
"Salad, Chicken Wings, Sandwiches",3.65936657681941
"Salad, Cocktail Bars, American (Traditional)",4.26451612903226
"Salad, Coffee & Tea, Burgers",4.19327731092437
"Salad, Coffee & Tea, Sandwiches",3.09047619047619
"Salad, Creperies, Juice Bars & Smoothies",4.63636363636364
"Salad, Delis, Sandwiches",3.72101018982848
"Salad, Diners, Cocktail Bars",4.30530973451327
"Salad, Falafel, Middle Eastern",4.1043956043956
"Salad, Fast Food, Breakfast & Brunch",4.0
"Salad, Fast Food, Chicken Wings",2.2953431372549
"Salad, Fast Food, Pizza",3.4591065346769
"Salad, Fast Food, Sandwiches",3.84784784784785
"Salad, Fast Food, Vegetarian",4.42857142857143
"Salad, Gluten-Free",4.0
"Salad, Gluten-Free, Coffee & Tea",3.74545454545455
"Salad, Gluten-Free, Pizza",3.94117647058824
"Salad, Gluten-Free, Soup",4.02631578947368
"Salad, Gluten-Free, Wraps",4.02293577981651
"Salad, Halal, Mediterranean",4.00662251655629
"Salad, Halal, Sandwiches",3.33333333333333
"Salad, Hot Dogs, Sandwiches",4.29411764705882
"Salad, Ice Cream & Frozen Yogurt, Wraps",3.11111111111111
"Salad, Italian, American (Traditional)",4.61538461538461
"Salad, Italian, Pizza",3.68337086943797
"Salad, Italian, Soup",2.63432835820896
"Salad, Juice Bars & Smoothies",4.31979529616724
"Salad, Juice Bars & Smoothies, Acai Bowls",4.8
"Salad, Juice Bars & Smoothies, American (New)",3.89384849676942
"Salad, Juice Bars & Smoothies, Breakfast & Brunch",4.13834980354804
"Salad, Juice Bars & Smoothies, Chicken Wings",0.0
"Salad, Juice Bars & Smoothies, Coffee & Tea",4.57142857142857
"Salad, Juice Bars & Smoothies, Sandwiches",4.43397983961846
"Salad, Juice Bars & Smoothies, Vegetarian",4.15384615384615
"Salad, Juice Bars & Smoothies, Wraps",3.62923994768038
"Salad, Korean, Fast Food",4.13301282051282
"Salad, Laotian, Water Stores",3.61538461538462
"Salad, Lounges, Pasta Shops",4.75
"Salad, Mediterranean",4.51090342679128
"Salad, Middle Eastern, Halal",3.72307692307692
"Salad, Noodles, Pasta Shops",4.07077991452991
"Salad, Pizza",4.11746283433898
"Salad, Pizza, American (New)",3.96323529411765
"Salad, Pizza, Beer Bar",4.53374233128834
"Salad, Pizza, Beer, Wine & Spirits",3.94339622641509
"Salad, Pizza, Fast Food",4.09276814273489
"Salad, Pizza, Gluten-Free",4.00342632503193
"Salad, Pizza, Italian",4.8
"Salad, Pizza, Juice Bars & Smoothies",4.53846153846154
"Salad, Pizza, Sandwiches",4.04118141316819
"Salad, Pizza, Tapas Bars",4.77777777777778
"Salad, Pizza, Vegetarian",5.0
"Salad, Poke, Acai Bowls",4.11224489795918
"Salad, Poke, Sushi Bars",4.31683168316832
"Salad, Pubs, American (Traditional)",4.18181818181818
"Salad, Salvadoran, Mexican",4.0948275862069
"Salad, Sandwiches",3.06995063760391
"Salad, Sandwiches, American (New)",3.96218269118452
"Salad, Sandwiches, Beer Bar",3.6283185840708
"Salad, Sandwiches, Breakfast & Brunch",4.71693615073732
"Salad, Sandwiches, Bubble Tea",3.10714285714286
"Salad, Sandwiches, Cafes",4.3015873015873
"Salad, Sandwiches, Chicken Shop",4.47727272727273
"Salad, Sandwiches, Delis",3.75
"Salad, Sandwiches, Desserts",4.97727272727272
"Salad, Sandwiches, Fast Food",3.76923076923077
"Salad, Sandwiches, Gluten-Free",4.22641509433962
"Salad, Sandwiches, Juice Bars & Smoothies",5.0
"Salad, Sandwiches, Kosher",3.16666666666667
"Salad, Sandwiches, Mediterranean",4.2436974789916
"Salad, Sandwiches, Modern European",3.76470588235294
"Salad, Sandwiches, Pizza",4.15374167428496
"Salad, Sandwiches, Seafood",4.41379310344828
"Salad, Sandwiches, Soup",3.09243185625095
"Salad, Sandwiches, Southern",3.97297297297297
"Salad, Sandwiches, Vegan",4.36111111111111
"Salad, Sandwiches, Vegetarian",4.47058823529412
"Salad, Sandwiches, Wraps",4.68780487804878
"Salad, Seafood, Fish & Chips",4.33333333333333
"Salad, Seafood, Latin American",4.45
"Salad, Seafood, Mexican",3.43857634902411
"Salad, Soup",3.796875
"Salad, Soup, Breakfast & Brunch",4.0
"Salad, Soup, Burgers",4.42857142857143
"Salad, Soup, Pizza",3.6027397260274
"Salad, Soup, Sandwiches",3.12298401586294
"Salad, Soup, Uzbek",4.30434782608696
"Salad, Soup, Wraps",3.96625491200737
"Salad, Spanish, Puerto Rican",4.10909090909091
"Salad, Sports Bars, Lounges",3.42857142857143
"Salad, Sports Bars, Music Venues",3.75
"Salad, Steakhouses, Sandwiches",3.85714285714286
"Salad, Sushi Bars, Asian Fusion",0.0
"Salad, Sushi Bars, Hawaiian",4.91666666666667
"Salad, Sushi Bars, Poke",4.26373626373627
"Salad, Sushi Bars, Tapas/Small Plates",4.67219917012448
"Salad, Tacos, Soup",4.58333333333333
"Salad, Tea Rooms, Sandwiches",3.4375
"Salad, Turkish",2.84615384615385
"Salad, Vegan, Gluten-Free",4.02390438247012
"Salad, Vegan, Organic Stores",3.84615384615385
"Salad, Vegan, Sandwiches",3.675
"Salad, Vegan, Vegetarian",4.54285714285714
"Salad, Vegan, Wraps",4.49090909090909
"Salad, Vegetarian",3.12947727674995
"Salad, Vegetarian, Breakfast & Brunch",4.65979381443299
"Salad, Vegetarian, Buffets",3.81939163498099
"Salad, Vegetarian, Fast Food",3.53635172017525
"Salad, Vegetarian, Noodles",3.85057471264368
"Salad, Vegetarian, Sandwiches",3.94594594594595
"Salad, Waffles, Breakfast & Brunch",3.70731707317073
"Salad, Waffles, Japanese",4.875
"Salad, Wraps",3.65382711497641
"Salad, Wraps, American (Traditional)",3.957928802589
"Salad, Wraps, Burgers",3.9327485380117
"Salad, Wraps, Juice Bars & Smoothies",3.81988207195104
"Salad, Wraps, Sandwiches",4.72874189979453
"Salad, Wraps, Soup",4.1325136564161
"Salad, Wraps, Vegetarian",4.21933471933472
Salvadoran,4.06196600127919
"Salvadoran, American (New)",4.11845730027548
"Salvadoran, Bakeries",3.46153846153846
"Salvadoran, Bars",3.57746478873239
"Salvadoran, Beer, Wine & Spirits, Bars",3.0
"Salvadoran, Breakfast & Brunch",4.875
"Salvadoran, Breakfast & Brunch, Burgers",4.46792452830189
"Salvadoran, Breakfast & Brunch, Chicken Wings",4.0
"Salvadoran, Buffets",3.2625
"Salvadoran, Burgers",4.92307692307692
"Salvadoran, Burgers, Mexican",4.125
"Salvadoran, Cafeteria",5.0
"Salvadoran, Cuban",4.63157894736842
"Salvadoran, Delis",2.66666666666667
"Salvadoran, Filipino, Honduran",4.5
"Salvadoran, Food Trucks",4.175
"Salvadoran, Hawaiian",4.1
"Salvadoran, Honduran",4.16391597899475
"Salvadoran, Imported Food",4.09375
"Salvadoran, Mexican",4.2694893848138
"Salvadoran, Mexican, American (Traditional)",4.10984848484848
"Salvadoran, Mexican, Breakfast & Brunch",3.0
"Salvadoran, Mexican, Spanish",4.31578947368421
"Salvadoran, Seafood, Soup",4.2
"Salvadoran, Seafood, Tacos",2.66666666666667
"Salvadoran, Soup",3.49483204134367
"Salvadoran, Spanish",4.20424836601307
"Salvadoran, Tacos",3.87582977714557
"Salvadoran, Tapas Bars, Cocktail Bars",3.35135135135135
Sandwiches,2.85073484645278
"Sandwiches, American (New)",3.64597089931631
"Sandwiches, American (New), Beer Bar",4.65646258503401
"Sandwiches, American (New), Breakfast & Brunch",3.874809366354
"Sandwiches, American (New), Cafes",3.71487817522032
"Sandwiches, American (New), Desserts",4.38768115942029
"Sandwiches, American (New), Salad",4.12062808560345
"Sandwiches, American (New), Soup",4.83333333333333
"Sandwiches, American (New), Sports Bars",3.65031772844273
"Sandwiches, American (New), Steakhouses",3.91219512195122
"Sandwiches, American (New), Venues & Event Spaces",4.42857142857143
"Sandwiches, American (New), Wine Bars",4.33333333333333
"Sandwiches, American (Traditional)",3.7479192350245
"Sandwiches, American (Traditional), Burgers",3.96439910306514
"Sandwiches, American (Traditional), Comfort Food",3.31818181818182
"Sandwiches, American (Traditional), Halal",4.23391812865497
"Sandwiches, American (Traditional), Italian",4.0
"Sandwiches, American (Traditional), Salad",3.82179054054054
"Sandwiches, American (Traditional), Seafood",3.2
"Sandwiches, American (Traditional), Sports Bars",4.5
"Sandwiches, American (Traditional), Steakhouses",4.01590909090909
"Sandwiches, Argentine, Empanadas",4.32682926829268
"Sandwiches, Asian Fusion",4.52479424329889
"Sandwiches, Asian Fusion, Korean",4.14814814814815
"Sandwiches, Bagels",2.27669902912622
"Sandwiches, Bagels, Breakfast & Brunch",3.77777777777778
"Sandwiches, Bagels, Coffee & Tea",4.52290679304897
"Sandwiches, Bagels, Cuban",4.60824742268041
"Sandwiches, Bakeries",4.53727521733953
"Sandwiches, Bakeries, American (Traditional)",4.05405405405405
"Sandwiches, Bakeries, Breakfast & Brunch",4.38095238095238
"Sandwiches, Bakeries, Coffee & Tea",2.16666666666667
"Sandwiches, Bakeries, Delis",4.31088082901554
"Sandwiches, Bakeries, Salad",3.77750611246944
"Sandwiches, Barbeque",4.33645257337303
"Sandwiches, Barbeque, Burgers",4.45731707317073
"Sandwiches, Barbeque, Salad",4.56188925081433
"Sandwiches, Barbeque, Sports Bars",3.80327868852459
"Sandwiches, Barbeque, Wraps",3.63294117647059
"Sandwiches, Bars, American (New)",4.425
"Sandwiches, Bars, Beer Gardens",4.47567567567568
"Sandwiches, Bars, Caterers",3.92105263157895
"Sandwiches, Bars, Chicken Shop",4.18627450980392
"Sandwiches, Bars, Pizza",4.11363636363636
"Sandwiches, Bars, Salad",4.48571428571429
"Sandwiches, Beer Bar, Cafes",4.45824124305137
"Sandwiches, Beer Bar, Salad",4.53246753246753
"Sandwiches, Beer, Wine & Spirits",5.0
"Sandwiches, Beer, Wine & Spirits, Cafes",3.93220338983051
"Sandwiches, Beer, Wine & Spirits, Caterers",4.6453488372093
"Sandwiches, Breakfast & Brunch",3.96200054386572
"Sandwiches, Breakfast & Brunch, American (New)",4.12994350282486
"Sandwiches, Breakfast & Brunch, American (Traditional)",3.98169365452045
"Sandwiches, Breakfast & Brunch, Bagels",2.91201542161856
"Sandwiches, Breakfast & Brunch, Burgers",4.48387096774194
"Sandwiches, Breakfast & Brunch, Cafes",4.19785575048733
"Sandwiches, Breakfast & Brunch, Comfort Food",4.72727272727273
"Sandwiches, Breakfast & Brunch, Delis",4.26130198915009
"Sandwiches, Breakfast & Brunch, Food Stands",4.63636363636364
"Sandwiches, Breakfast & Brunch, Ice Cream & Frozen Yogurt",4.15625
"Sandwiches, Breakfast & Brunch, Japanese",4.17847025495751
"Sandwiches, Breakfast & Brunch, Juice Bars & Smoothies",3.86666666666667
"Sandwiches, Breakfast & Brunch, Korean",4.35384615384615
"Sandwiches, Breakfast & Brunch, Latin American",4.2992281075326
"Sandwiches, Breakfast & Brunch, Salad",4.13797563683307
"Sandwiches, Breakfast & Brunch, Wraps",4.18181818181818
"Sandwiches, Brewpubs",4.24322448337648
"Sandwiches, Bubble Tea, Juice Bars & Smoothies",4.14921171171171
"Sandwiches, Bubble Tea, Vietnamese",4.93333333333333
"Sandwiches, Buffets, Breakfast & Brunch",3.23076923076923
"Sandwiches, Burgers",4.32664097105963
"Sandwiches, Burgers, American (Traditional)",4.31498079385403
"Sandwiches, Burgers, Bars",4.42701342281879
"Sandwiches, Burgers, Breakfast & Brunch",4.29
"Sandwiches, Burgers, Cheesesteaks",3.60769230769231
"Sandwiches, Burgers, Chicken Wings",0.0
"Sandwiches, Burgers, Delis",3.57143435816422
"Sandwiches, Burgers, Desserts",4.1
"Sandwiches, Burgers, Fast Food",5.0
"Sandwiches, Burgers, Hot Dogs",2.02272727272727
